call_sign,channel,frequency_mhz,service_type,status,city,state,country,facility_id,erp_kw,haat_m,latitude,longitude,licensee
W253DC,253,98.5,FX,LIC,RED SPRINGS,NC,US,202951,0.25,0.0,-172841.516736,-79.074472,202951          0.25 kW          0. m    299. m        m   N 34 53   5.6  W  79  4  28.1  1036816    WEDU BROADCASTING INC.
WDWG,253,98.5,FM,LIC,ROCKY MOUNT,NC,US,54861,16.0,125.0,35.912111,-77.834694,"FIRST MEDIA RADIO, LLC"
KQYZ,253,98.5,FM,LIC,EMERADO,ND,US,762370,9.0,102.0,-269288.169167,-97.043139,"762370            9. kW        102. m    356. m        m   N 47 57  38.5  W  97  2  35.3  1201718    VALLEY BROADCASTING, LLC"
KXWI,253,98.5,FM,LIC,WILLISTON,ND,US,190377,100.0,243.0,48.058639,-104.001889,P&A MEDIA LLC
K253CS,253,98.5,FX,LIC,GRAND ISLAND,NE,US,202055,0.25,0.0,40.786389,-98.367,NEBRASKA RURAL RADIO ASSOCIATION
KHAQ,253,98.5,FM,LIC,MAXWELL,NE,US,86863,100.0,113.0,41.213611,-100.730694,"ARMADA MEDIA - MCCOOK, INC."
W253AY,253,98.5,FX,LIC,LITTLETON,NH,US,140110,0.25,0.0,44.313111,-71.768417,UNKNOWN
WBBO,253,98.5,FM,LIC,OCEAN ACRES,NJ,US,59495,3.4,0.0,39.715778,-74.291528,"PRESS COMMUNICATIONS, L.L.C."
W253DG,253,98.5,FX,LIC,TRENTON,NJ,US,85965,0.18,0.0,-155360.75005,-74.846556,"85965           0.18 kW DA      42. m   159.7 m        m   N 40 11  21.8  W  74 50  47.6  1034806    THE VOICE RADIO TRENTON, LLC"
KPSA-FM,253,98.5,FM,LIC,LORDSBURG,NM,US,29027,0.25,-41.0,-196074.783403,-108.706111,29027           0.25 kW        -41. m   1311. m        m   N 32 20  56.5  W 108 42  22.0             COCHISE MEDIA LICENSES LLC
KABG,253,98.5,FM,LIC,LOS ALAMOS,NM,US,44000,14.0,1267.0,-197457.337222,-106.451083,"44000            14. kW       1267. m   3278. m        m   N 35 12  53.8  W 106 27   3.9             AGM NEVADA, LLC"
KABG,253,98.5,FM,LIC,LOS ALAMOS,NM,US,44000,0.047,1248.0,-205204.333346,-106.451056,"44000          0.047 kW       1248. m   3242. m        m   N 35 12  53.7  W 106 27  03.8             AGM NEVADA, LLC"
K253CJ,253,98.5,FX,LIC,ELY,NV,US,201462,0.25,0.0,-188805.700069,-114.864917,"201462          0.25 kW          0. m  1945.4 m        m   N 39 15  51.5  W 114 51  53.7             ELY RADIO, LLC"
K253BH,253,98.5,FX,LIC,GARDNERVILLE,NV,US,141498,0.14,0.0,39.125444,-119.779611,UNKNOWN
KLUC-FM,253,98.5,FM,LIC,LAS VEGAS,NV,US,47744,100.0,360.0,36.008028,-115.006361,UNKNOWN
KLUC-FM,253,98.5,FM,LIC,LAS VEGAS,NV,US,47744,26.9,-18.0,36.267806,-115.0465,"AUDACY LICENSE, LLC"
KLUC-FM,253,98.5,FM,LIC,LAS VEGAS,NV,US,47744,26.9,-18.0,36.267806,-115.0465,"AUDACY LICENSE, LLC"
WCTW,253,98.5,FM,LIC,CATSKILL,NY,US,63527,4.7,114.0,42.200917,-73.835417,"IHM LICENSES, LLC"
W253BZ,253,98.5,FX,LIC,FULTON,NY,US,122758,0.2,0.0,43.294778,-76.442722,"CRAM COMMUNICATIONS, LLC."
WCKM-FM,253,98.5,FM,LIC,LAKE GEORGE,NY,US,19650,0.37,393.0,43.420056,-73.759833,UNKNOWN
WKSE,253,98.5,FM,LIC,NIAGARA FALLS,NY,US,34384,46.0,128.0,-262773.079444,-78.9925,"34384            46. kW        128. m    301. m        m   N 43  0  18.0  W  78 59  33.0  1303338    AUDACY LICENSE, LLC"
WKSE,253,98.5,FM,LIC,NIAGARA FALLS,NY,US,34384,23.0,137.0,-256202.073056,-78.956944,"34384            23. kW        137. m    315. m        m   N 42 58  41.0  W  78 57  25.0  1004566    AUDACY LICENSE, LLC"
W253CH,253,98.5,FX,LIC,OWEGO,NY,US,200642,0.25,0.0,42.092556,-76.256306,UNKNOWN
W253BV,253,98.5,FX,LIC,POUGHKEEPSIE,NY,US,138571,0.23,0.0,-271808.516731,-73.887417,"138571          0.23 kW DA       0. m   121.9 m        m   N 41 42  18.0  W  73 53  14.7  1324876    IHM LICENSES, LLC"
WEPL-LP,253,98.5,FL,LIC,ROCHESTER,NY,US,193382,0.047,44.0,-250054.033346,-77.618111,193382         0.047 kW         44. m    180. m        m   N 43 10  31.1  W  77 37   5.2             IBERO AMERICAN
WNYR-FM,253,98.5,FM,LIC,WATERLOO,NY,US,36288,3.2,136.0,42.806167,-76.846056,"LAKE COUNTRY BROADCASTING, INC."
WBZO,253,98.5,FM,LIC,WESTHAMPTON,NY,US,57672,0.95,160.0,40.855111,-72.769278,"JVC MEDIA LLC, A FLORIDA"
WRRM,253,98.5,FM,LIC,CINCINNATI,OH,US,3142,18.0,246.0,39.122,-84.547722,RADIO LICENSE HOLDING SRC LLC
WRRM,253,98.5,FM,LIC,CINCINNATI,OH,US,3142,7.2,230.0,39.200333,-84.522722,RADIO LICENSE HOLDING SRC LLC
WNCX,253,98.5,FM,LIC,CLEVELAND,OH,US,41390,16.0,293.0,41.341167,-81.739861,"AUDACY LICENSE, LLC"
WNCX,253,98.5,FM,LIC,CLEVELAND,OH,US,41390,31.0,0.0,41.341167,-81.739861,"AUDACY LICENSE, LLC"
WNCX,253,98.5,FM,LIC,CLEVELAND,OH,US,41390,8.5,0.0,41.379222,-81.719861,"AUDACY LICENSE, LLC"
WSAX-LP,253,98.5,FL,LIC,COLUMBUS,OH,US,196804,0.1,0.0,39.981667,-82.853056,COLUMBUS JAZZ ALLIANCE (FORMERLY SEMM FOUNDATION)
WINF-LP,253,98.5,FL,LIC,DELAWARE,OH,US,132375,0.067,37.0,40.299222,-83.04575,DELAWARE COUNTY DEVELOPMENT COMPANY
W253CM,253,98.5,FX,LIC,LIMA,OH,US,200644,0.25,0.0,-271708.066736,-84.115,200644          0.25 kW          0. m    370. m        m   N 40 39  20.0  W  84  6  54.0  1012897    WOOF BOOM RADIO OF LIMA LLC
W253CF,253,98.5,FX,LIC,ZANESVILLE,OH,US,200783,0.25,0.0,39.963667,-81.963722,"AVC COMMUNICATIONS, INC."
KACO,253,98.5,FM,LIC,APACHE,OK,US,70015,18.5,93.0,34.941722,-98.376167,"MOLLMAN MEDIA, INC."
K253BC,253,98.5,FX,LIC,ENID,OK,US,51936,0.25,0.0,-269368.600069,-97.970639,51936           0.25 kW          0. m   470.1 m        m   N 36 28  38.4  W  97 58  14.3             PAUL REGIER
K253AY,253,98.5,FX,LIC,NORMAN,OK,US,148125,0.25,0.0,35.217833,-97.410583,"THE LOVE STATION, INC."
K253BV,253,98.5,FX,LIC,OKLAHOMA CITY,OK,US,140403,0.13,0.0,35.573389,-97.485861,"IHM LICENSES, LLC"
KXBL,253,98.5,FM,LIC,TULSA,OK,US,68330,100.0,374.0,36.190083,-96.096944,"GRIFFIN LICENSING, L.L.C."
KXBL,253,98.5,FM,LIC,TULSA,OK,US,68330,17.5,0.0,36.190639,-96.0975,"GRIFFIN LICENSING, L.L.C."
KXBL,253,98.5,FM,LIC,TULSA,OK,US,68330,17.5,0.0,36.190083,-96.096944,"GRIFFIN LICENSING, L.L.C."
K253CF,253,98.5,FX,LIC,COTTAGE GROVE,OR,US,12502,0.25,0.0,43.777889,-123.043694,CUMULUS LICENSING LLC
KHIC,253,98.5,FM,LIC,KENO,OR,US,190240,20.0,112.0,42.215417,-121.798611,"BASIN MEDIACTIVE, LLC"
W253CJ,253,98.5,FX,LIC,ALTOONA,PA,US,200353,0.25,0.0,-116143.216736,-78.440111,200353          0.25 kW DA       0. m    807. m        m   N 40 34   6.4  W  78 26  24.4             LIGHTNER COMMUNICATIONS LLC
WNUW-LP,253,98.5,FL,LIC,ASTON,PA,US,192952,0.018,0.0,39.877611,-75.455472,NEUMANN UNIVERSITY
W253CC,253,98.5,FX,LIC,BETHLEHEM,PA,US,21198,0.25,0.0,40.624278,-75.354889,"CC BROADCASTING, LLC"
W253CU,253,98.5,FX,LIC,CLEARFIELD,PA,US,202178,0.2,0.0,41.068111,-78.518361,"SOUTHERN BELLE, LLC"
WYRA,253,98.5,FM,LIC,CONFLUENCE,PA,US,170184,0.75,282.0,39.806167,-79.17225,UNKNOWN
WKRZ,253,98.5,FM,LIC,FREELAND,PA,US,34379,8.7,357.0,41.198972,-75.817972,"AUDACY LICENSE, LLC"
WKRZ,253,98.5,FM,LIC,FREELAND,PA,US,34379,9.0,0.0,41.198972,-75.817972,"AUDACY LICENSE, LLC"
W253CA,253,98.5,FX,LIC,LANSDALE,PA,US,151896,0.25,0.0,40.238417,-75.316278,UNKNOWN
WJYN-LP,253,98.5,FL,LIC,NORTH PHILADELPHIA,PA,US,196013,0.1,0.0,39.987278,-75.15625,UNKNOWN
WGYI,253,98.5,FM,LIC,OIL CITY,PA,US,21421,20.0,91.0,41.417833,-79.7145,"SOUTHERN BELLE MEDIA FAMILY, LLC"
WQEW-LP,253,98.5,FL,LIC,PHILADELPHIA,PA,US,196846,0.077,0.0,39.987417,-75.1565,UNKNOWN
WXPM-LP,253,98.5,FL,LIC,PHOENIXVILLE,PA,US,197140,0.1,25.0,-189558.666694,-75.570556,197140           0.1 kW         25. m    120. m        m   N 40 11    19  W  75 34    14             TRI-COUNTY COMMUNITY PROGRAMMING FUND
W253CK,253,98.5,FX,LIC,READING,PA,US,200867,0.1,0.0,-134607.783361,-75.941583,200867           0.1 kW          0. m    151. m        m   N 40 19  28.3  W  75 56  29.7  1243948    MAJOR KEYSTONE LLC
WYCR,253,98.5,FM,LIC,YORK-HANOVER,PA,US,54608,10.5,283.0,39.857333,-76.948028,"FM RADIO LICENSES, LLC"
WYCR,253,98.5,FM,LIC,YORK-HANOVER,PA,US,54608,10.5,247.0,39.857333,-76.948028,"FM RADIO LICENSES, LLC"
W253DB,253,98.5,FX,LIC,BARRANQUITAS,PR,US,202068,0.022,0.0,-169753.800006,-66.306278,202068         0.022 kW DA       0. m    660. m        m   N 18 10  53.8  W  66 18  22.6             RADIO PROCER INC.
W253BG,253,98.5,FX,LIC,ARIAL,SC,US,156113,0.25,0.0,34.934833,-82.404278,TED A MCCALL
W253BW,253,98.5,FX,LIC,CHARLESTON,SC,US,151544,0.24,0.0,32.821111,-79.957306,"KIRKMAN BROADCASTING, INC."
W253BW,253,98.5,FX,MOD,CHARLESTON,SC,US,151544,0.145,0.0,-288481.733374,-79.948833,"151544         0.145 kW DA       0. m   116.7 m        m   N 32 49  13.6  W  79 56  55.8  1267385    KIRKMAN BROADCASTING, INC."
W253BL,253,98.5,FX,LIC,GREENWOOD,SC,US,156229,0.25,0.0,34.209167,-82.151667,FMX LLC
WBZF,253,98.5,FM,LIC,ARTSVILLE,SC,US,26327,6.0,0.0,34.465167,-80.095611,CUMULUS LICENSING LLC
WOMG,253,98.5,FM,LIC,LEXINGTON,SC,US,37200,6.0,99.0,33.899722,-81.224722,"RADIO LICENSE HOLDING CBC, LLC"
WOMG,253,98.5,FM,LIC,LEXINGTON,SC,US,37200,6.0,67.0,33.899722,-81.224722,"RADIO LICENSE HOLDING CBC, LLC"
WDAI,253,98.5,FM,LIC,PAWLEYS ISLAND,SC,US,59490,6.1,203.0,33.591,-79.048361,CUMULUS LICENSING LLC
WYTX-LP,253,98.5,FL,LIC,ROCK HILL,SC,US,196642,0.088,0.0,34.935972,-80.993389,UNKNOWN
W278BE,253,98.5,FX,MOD,UNION,SC,US,155823,0.25,0.0,-238008.050069,-81.635917,155823          0.25 kW DA     83.1 m   333.3 m        m   N 34 45  32.4  W  81 38   9.3  1046149    UNION-CAROLINA BROADCASTING CO.
K253AB,253,98.5,FX,LIC,ABERDEEN,SD,US,72908,0.25,0.0,45.461361,-98.337861,"PRAIRIE WINDS BROADCASTING, INC."
K253AB,253,98.5,FX,MOD,ABERDEEN,SD,US,72908,0.25,0.0,-245124.133403,-98.517222,"72908           0.25 kW        61.5 m    460. m        m   N 45 25  26.0  W  98 31   2.0  1042356    PRAIRIE WINDS BROADCASTING, INC."
W253BO,253,98.5,FX,LIC,COLLEGEDALE,TN,US,140306,0.01,0.0,35.05175,-85.056333,"LIFETALK RADIO, INC."
WKSW,253,98.5,FM,LIC,COOKEVILLE,TN,US,72329,50.0,150.0,36.142833,-85.467194,UNKNOWN
W253CX,253,98.5,FX,LIC,FAYETTEVILLE,TN,US,202987,0.25,0.0,-166755.116736,-86.580278,202987          0.25 kW          0. m    330. m        m   N 35  7  39.3  W  86 34  49.0  1062763    ELK RIVER MEDIA LLC
WTFM,253,98.5,FM,LIC,KINGSPORT,TN,US,27489,70.0,696.0,36.431389,-82.1375,HOLSTON VALLEY BROADCASTING CORPORATION
WTFM,253,98.5,FM,LIC,KINGSPORT,TN,US,27489,7.0,335.0,36.526778,-82.586806,HOLSTON VALLEY BROADCASTING CORPORATION
W253DF,253,98.5,FX,LIC,MEMPHIS,TN,US,202962,0.25,0.0,-125078.700069,-89.817056,202962          0.25 kW DA       0. m   320.4 m        m   N 35 12  34.3  W  89 49   1.4  1249321    FLINN BROADCASTING CORPORATION
KHDY-FM,253,98.5,FM,LIC,CLARKSVILLE,TX,US,4045,50.0,94.0,33.613139,-95.017694,UNKNOWN
K253CP,253,98.5,FX,LIC,FLOYDADA,TX,US,202771,0.25,0.0,-180472.516736,-101.354722,202771          0.25 kW          0. m  1018.7 m        m   N 33 58   7.0  W 101 21  17.0  1055955    ANTHONY RICKETTS
K253CE,253,98.5,FX,LIC,ENDERSON,TX,US,156943,0.25,0.0,32.126833,-94.799389,"ZULA COM, LLC"
KRGN-LP,253,98.5,FL,LIC,KILEEN,TX,US,194986,0.079,0.0,31.069194,-97.669444,UNKNOWN
KGBT-FM,253,98.5,FM,LIC,MCALLEN,TX,US,6662,100.0,304.0,26.120889,-97.821917,UNKNOWN
KGBT-FM,253,98.5,FM,LIC,MCALLEN,TX,US,6662,17.5,162.0,26.148972,-97.821944,"LATINO MEDIA NETWORK, LLC"
KTJM,253,98.5,FM,LIC,PORT ARTHUR,TX,US,20489,100.0,0.0,30.017167,-94.546583,ESTRELLA RADIO LICENSE OF HOUSTON LLC
KTJM,253,98.5,FM,LIC,PORT ARTHUR,TX,US,20489,100.0,0.0,30.017167,-94.546583,ESTRELLA RADIO LICENSE OF HOUSTON LLC
KWBY-FM,253,98.5,FM,LIC,RANGER,TX,US,53961,5.8,102.0,32.346806,-98.714222,"FOR THE LOVE OF THE GAME BROADCASTING, LLC"
KRXT,253,98.5,FM,LIC,ROCKDALE,TX,US,35572,6.0,100.0,30.642417,-97.037194,UNKNOWN
KTJO,253,98.5,FM,LIC,RULE,TX,US,762325,4.5,116.0,-265034.417917,-99.748806,"762325           4.5 kW        116. m    592. m        m   N 33  9  43.1  W  99 44  55.7  1326620    WESTEX TOWERS, INC."
KBBT,253,98.5,FM,LIC,SCHERTZ,TX,US,3075,98.0,302.0,29.523833,-98.723917,"UNIVISION RADIO STATIONS GROUP, INC."
KBBT,253,98.5,FM,LIC,SCHERTZ,TX,US,3075,9.0,0.0,29.523833,-98.723917,"UNIVISION RADIO STATIONS GROUP, INC."
KBBT,253,98.5,FM,LIC,SCHERTZ,TX,US,3075,23.0,101.0,29.423417,-98.430972,"UNIVISION RADIO STATIONS GROUP, INC."
K253AN,253,98.5,FX,LIC,SUNSET VALLEY,TX,US,139280,0.08,0.0,30.32325,-97.799722,NORSAN MEDIA LLC
K253AN,253,98.5,FX,STA,SUNSET VALLEY,TX,US,139280,0.08,0.0,-287937.333356,-97.799722,139280          0.08 kW DA       0. m    553. m        m   N 30 19  23.7  W  97 47  59.0  1013180    NORSAN MEDIA LLC
K253BU,253,98.5,FX,MOD,CEDAR CITY,UT,US,155015,1.0,0.0,-278279.583361,-113.374028,"155015            .1 kW DA       0. m   2387. m        m   N 37 38  38.7  W 113 22  26.5  1261508    CANYON MEDIA GROUP, L.L.C."
K253BU,253,98.5,FX,LIC,CEDAR CITY,UT,US,155015,0.25,0.0,37.508306,-113.661611,UNKNOWN
K253BX,253,98.5,FX,LIC,FILLMORE,UT,US,139668,0.092,0.0,-109501.800026,-112.233444,139668         0.092 kW DA       0. m   3110. m        m   N 38 52   0.5  W 112 14   0.4             SANPETE COUNTY BROADCASTING COMPANY
KIFX,253,98.5,FM,LIC,NAPLES,UT,US,20023,3.2,515.0,40.537722,-109.699861,UNKNOWN
K253BB,253,98.5,FX,LIC,ST. GEORGE,UT,US,6785,0.09,0.0,37.063556,-113.575528,"TOWNSQUARE LICENSE, LLC"
W253BH,253,98.5,FX,LIC,BLACKSBURG,VA,US,53096,0.01,0.0,-113427.933336,-80.455639,"53096           0.01 kW          0. m    783. m        m   N 37 11  13.9  W  80 27  20.3  1238674    POSITIVE ALTERNATIVE RADIO, INC."
WACL,253,98.5,FM,LIC,ELKTON,VA,US,63491,0.9,490.0,38.393444,-78.770278,UNKNOWN
W253BI,253,98.5,FX,LIC,GLEN ALLEN,VA,US,148159,0.25,220.0,37.614722,-77.515278,"AUDACY LICENSE, LLC"
W253BT,253,98.5,FX,LIC,MADISON HEIGHTS,VA,US,86509,0.13,0.0,37.349167,-79.167778,"MEL WHEELER, INC."
W253BE,253,98.5,FX,LIC,SALEM,VA,US,5122,0.01,129.0,37.232333,-80.045861,UNKNOWN
KNBQ,253,98.5,FM,LIC,CENTRAL PARK,WA,US,189496,1.6,685.0,46.975083,-123.139028,"K-LOVE, INC."
KNBQ,253,98.5,FM,LIC,CENTRAL PARK,WA,US,189496,0.29,639.0,46.975083,-123.139028,"K-LOVE, INC."
KLGW,253,98.5,FM,LIC,GRAND COULEE,WA,US,72157,100.0,303.0,-197116.644444,-118.933056,"72157           100. kW        303. m    997. m        m   N 47 49    18  W 118 55    59  1033934    K-LOVE, INC."
K253CG,253,98.5,FX,LIC,SEATTLE,WA,US,142725,0.25,0.0,-195766.750069,-122.309028,142725          0.25 kW DA       0. m    233. m        m   N 47 36  57.4  W 122 18  32.5  1032916    IGLESIA PENTECOSTAL VISPERA DEL FIN
W253DH,253,98.5,FX,LIC,BARABOO,WI,US,201160,21.0,0.0,-201090.666725,-89.653889,"201160           .21 kW DA       0. m   667.4 m        m   N 43 25  40.0  W  89 39  14.0  1050736    MAGNUM COMMUNICATIONS, INC."
WQLH,253,98.5,FM,LIC,GREEN BAY,WI,US,25121,100.0,152.0,44.644694,-88.137028,UNKNOWN
W253CN,253,98.5,FX,LIC,NEILLSVILLE,WI,US,200703,0.25,0.0,-93686.050069,-90.619583,"200703          0.25 kW          0. m    467. m        m   N 44 35  29.9  W  90 37  10.5  1051008    CENTRAL WISCONSIN BROADCASTING, INC."
W253CW,253,98.5,FX,LIC,PLYMOUTH,WI,US,202897,0.25,0.0,-105907.616736,-87.938972,"202897          0.25 kW          0. m    296. m        m   N 43 44  32.9  W  87 56  20.3             GALAXIE BROADCASTING, LLC"
WQAZ-LP,253,98.5,FL,LIC,EDMOND,WV,US,134635,0.005,126.0,38.060389,-80.992583,UNKNOWN
WVHV-LP,253,98.5,FL,LIC,ARRISVILLE,WV,US,192313,0.017,72.0,-218227.216671,-81.041194,"192313         0.017 kW         72. m    367. m        m   N 39 12  18.2  W  81  2  28.3             RITCHIE PROGRESS ALLIANCE, INC."
W253BB,253,98.5,FX,LIC,UNTINGTON,WV,US,144652,0.25,0.0,38.417861,-82.449333,"KINDRED COMMUNICATIONS, INC."
KWYG-LP,253,98.5,FL,LIC,CHEYENNE,WY,US,196034,0.08,0.0,41.135833,-104.8025,FAITH BAPTIST CHURCH
K253AZ,253,98.5,FX,LIC,GILLETTE,WY,US,71155,0.115,0.0,44.209417,-105.468333,BILL RAWLINGS
KGRK,253,98.5,FM,LIC,GLENROCK,WY,US,88725,3.5,518.0,42.741056,-106.309167,UNKNOWN
K240EK,253,98.5,FX,MOD,JACKSON,WY,US,158303,0.035,0.0,-287515.383343,-110.8295,158303         0.035 kW       221.8 m  2571.9 m        m   N 43 36  32.9  W 110 49  46.2             UNIVERSITY OF WYOMING
K254BA,254,98.7,FX,LIC,KODIAK,AK,US,142000,0.25,0.0,57.783417,-152.401333,"KODIAK ISLAND BROADCASTING CO., INC."
WESZ-LP,254,98.7,FL,LIC,ABBEVILLE,AL,US,132859,0.096,0.0,31.571833,-85.2355,"ABBEVILLE BROADCASTING, INC."
W254AY,254,98.7,FX,LIC,AUBURN,AL,US,138347,0.25,0.0,32.579556,-85.490778,UNKNOWN
W254AY,254,98.7,FX,AMD,AUBURN,AL,US,138347,0.25,0.0,32.667639,-85.550222,"AUBURN NETWORK, INC."
W254AA,254,98.7,FX,LIC,COLBERT HEIGHTS,AL,US,72698,0.01,162.0,34.648417,-87.685306,UNKNOWN
WVEQ-LP,254,98.7,FL,LIC,LANETT,AL,US,785330,0.1,-14.0,-272354.833361,-85.186111,785330           0.1 kW        -14. m    200. m        m   N 32 52    26  W  85 11    10             WEST POINT PRAISE LLC
WBHK,254,98.7,FM,LIC,WARRIOR,AL,US,65227,39.0,408.0,33.484556,-86.806944,"SM-WBHK, LLC"
KMLK,254,98.7,FM,LIC,EL DORADO,AR,US,19090,14.0,96.0,33.159028,-92.629889,NOALMARK BROADCASTING CORPORATION
KDIV-LP,254,98.7,FL,LIC,FAYETTEVILLE,AR,US,196533,0.1,15.0,36.033139,-94.176861,VOICE OF DIVERSITY
K254AM,254,98.7,FX,LIC,FORT SMITH,AR,US,85710,0.25,0.0,35.289528,-94.421611,"M&M MEDIA, LLC"
KNAS,254,98.7,FM,LIC,NASHVILLE,AR,US,54822,6.0,72.0,-275067.701667,-93.867667,"54822             6. kW         72. m    219. m        m   N 34  0  41.4  W  93 52   3.6  1204348    ARKLATEX RADIO, INC."
KGPS-LP,254,98.7,FL,LIC,KINGMAN,AZ,US,134768,0.1,-51.0,35.242472,-114.037167,UNKNOWN
K254CE,254,98.7,FX,LIC,LAKE HAVASU CITY,AZ,US,156420,0.1,0.0,34.486111,-114.219944,UNKNOWN
KMVP-FM,254,98.7,FM,LIC,PHOENIX,AZ,US,52514,100.0,545.0,33.332833,-112.064028,BONNEVILLE INTERNATIONAL CORPORATION
KMVP-FM,254,98.7,FM,LIC,PHOENIX,AZ,US,52514,51.3,525.0,33.332833,-112.064028,BONNEVILLE INTERNATIONAL CORPORATION
K254CB,254,98.7,FX,LIC,PRESCOTT,AZ,US,156429,0.25,0.0,-249064.150069,-112.533889,"156429          0.25 kW DA       0. m   2179. m        m   N 34 29  24.2  W 112 32   2.0             ADVANCE MINISTRIES, INC."
KWXL-LP,254,98.7,FL,LIC,TUCSON,AZ,US,133181,0.05,0.0,32.183111,-110.978278,UNKNOWN
KXTS,254,98.7,FM,LIC,GEYSERVILLE,CA,US,72925,2.75,150.0,-144246.417431,-122.849694,72925           2.75 kW        150. m    571. m        m   N 38 44   7.6  W 122 50  58.9             B.C. RADIO LLC
KSGZ,254,98.7,FM,LIC,GREENFIELD,CA,US,191509,2.5,0.0,36.459472,-121.299583,"LAZER LICENSES, LLC"
K254CA,254,98.7,FX,LIC,GUADALUPE,CA,US,141271,0.01,0.0,34.89775,-120.591278,UNKNOWN
K254AH,254,98.7,FX,LIC,ISLA VISTA,CA,US,85653,0.01,278.0,34.466917,-119.677889,UNKNOWN
KYSR,254,98.7,FM,LIC,LOS ANGELES,CA,US,36019,75.0,360.0,34.118889,-118.392583,"IHM LICENSES, LLC"
KYSR,254,98.7,FM,LIC,LOS ANGELES,CA,US,36019,32.0,342.0,34.118889,-118.392583,"IHM LICENSES, LLC"
KYSR,254,98.7,FM,LIC,LOS ANGELES,CA,US,36019,17.6,342.0,34.118889,-118.392583,"IHM LICENSES, LLC"
KYSR,254,98.7,FM,LIC,LOS ANGELES,CA,US,36019,5.0,874.0,34.226667,-118.067278,UNKNOWN
K254BF,254,98.7,FX,LIC,OROVILLE,CA,US,92350,0.01,0.0,39.651,-121.463583,CSN INTERNATIONAL
K254CN,254,98.7,FX,LIC,REDDING,CA,US,54041,0.08,0.0,40.654861,-122.523611,UNKNOWN
K254AR,254,98.7,FX,LIC,TRUCKEE,CA,US,88576,0.01,0.0,39.323222,-119.944056,UNKNOWN
KNVU-LP,254,98.7,FL,LIC,VICTORVILLE,CA,US,197391,0.001,428.0,34.612222,-117.292278,CENTRO INTERNACIONAL DE ORACION
KLOQ-FM,254,98.7,FM,LIC,WINTON,CA,US,65374,6.0,91.0,37.278,-120.627417,"SMG-MERCED, LLC"
KRTZ,254,98.7,FM,LIC,CORTEZ,CO,US,16435,27.0,884.0,37.219417,-108.807861,UNKNOWN
K254CH,254,98.7,FX,LIC,FORT COLLINS,CO,US,155115,0.01,0.0,-205177.250003,-105.198556,"155115          0.01 kW DA       0. m  2187.9 m        m   N 40 32  46.9  W 105 11  54.8  1271533    BOULDER COMMUNITY BROADCAST ASSOCIATION, INC."
K254BB,254,98.7,FX,LIC,GUNNISON,CO,US,151542,0.041,0.0,38.528056,-106.904444,JOEL BELIK
K254BQ,254,98.7,FX,LIC,REDSTONE,CO,US,52724,0.034,0.0,39.238861,-107.217833,PITKIN COUNTY TRANSLATOR DEPARTMENT
K254BD,254,98.7,FX,LIC,SAGUACHE,CO,US,138770,0.01,0.0,38.163333,-106.131972,EQUAL REPRESENTATION OF MEDIA ADVOCACY CORPORATION
K254CO,254,98.7,FX,LIC,SILT,CO,US,157077,0.25,0.0,39.511639,-107.749778,"MBC GRAND BROADCASTING, INC."
WGZO-LP,254,98.7,FL,LIC,BLOOMFIELD,CT,US,192238,0.1,30.0,41.843917,-72.663972,UNKNOWN
WNLC,254,98.7,FM,LIC,EAST LYME,CT,US,25406,5.5,82.0,41.385111,-72.069806,"HALL COMMUNICATIONS, INC."
WMZQ-FM,254,98.7,FM,LIC,WASHINGTON,DC,US,73305,50.0,149.0,38.887056,-77.200528,"IHM LICENSES, LLC"
WMZQ-FM,254,98.7,FM,LIC,WASHINGTON,DC,US,73305,15.0,148.0,38.895667,-77.134139,UNKNOWN
WMZQ-FM,254,98.7,FM,LIC,WASHINGTON,DC,US,73305,10.0,138.0,38.887056,-77.200528,"IHM LICENSES, LLC"
WMZQ-FM,254,98.7,FM,LIC,WASHINGTON,DC,US,73305,4.2,180.0,39.000111,-77.056917,"IHM LICENSES, LLC"
WMZQ-FM,254,98.7,FM,LIC,WASHINGTON,DC,US,73305,4.2,180.0,39.000111,-77.056917,"IHM LICENSES, LLC"
WKVZ,254,98.7,FM,LIC,HOLMES BEACH,FL,US,18527,47.0,141.0,-277122.796389,-82.623722,"18527            47. kW        141. m    143. m        m   N 27 51  24.1  W  82 37  25.4  1302089    K-LOVE, INC."
WKVZ,254,98.7,FL,LIC,HOLMES BEACH,FL,US,18527,28.5,111.0,27.842528,-82.814278,"K-LOVE, INC."
WKVZ,254,98.7,FL,MOD,HOLMES BEACH,FL,US,18527,47.0,0.0,-219981.796389,-82.81425,"18527            47. kW        150. m   150.8 m        m   N 27 50  33.3  W  82 48  51.3  1038786    K-LOVE, INC."
W254CW,254,98.7,FX,LIC,JACKSONVILLE,FL,US,138523,0.099,0.0,30.276361,-81.563972,"TITUS HARVEST DOME SPECTRUM CHURCH, INC."
W254DT,254,98.7,FX,LIC,KENDALL,FL,US,202423,0.25,0.0,-147306.716736,-80.191778,202423          0.25 kW DA       0. m    246. m        m   N 25 45  32.4  W  80 11  30.4  1260771    HISPANOS COMMUNICATIONS LLC
WCNK,254,98.7,FM,LIC,KEY WEST,FL,US,34363,100.0,138.0,24.661472,-81.419361,KEYS COUNTRY MEDIA LLC
WMOF-LP,254,98.7,FL,LIC,LIVE OAK,FL,US,196692,0.1,30.0,30.300056,-82.998417,"CHARLES F MARTIN MINISTRY, INC."
